title,projectname,builder,price,per_sqft,area,status,place,rating
3  BHK  Villa,,23jnew con,40199999,"10,980 / sq ft",3661,Ready to move,Kismatpur,0.0
Residential Plot,,haripriya associate,2100000,"1,166 / sq ft",1800,New,Choutuppal,0.0
3  BHK  Villa,,23jnew con,27000000,"12,500 / sq ft",2160,Under Construction,Shankarpalli,0.0
3  BHK  Villa,,23jnew con,23900000,"7,613 / sq ft",3139,Under Construction,Narepally,0.0
Residential Plot,Akshita Golden Breeze,Suresh M,2399000,"1,333 / sq ft",1800,New,Maheshwaram,0.0
Residential Plot,Akshita Golden Breeze,Suresh M,2195000,"1,333 / sq ft",1647,New,Maheshwaram,0.0
Residential Plot,,Kiran Reddy,2599000,"1,444 / sq ft",1800,New,Meerkhanpet,0.0
Residential Plot,,Kiran Reddy,2281000,"1,500 / sq ft",1521,New,Mansanpally,0.0
Residential Plot,Akshita Heights,Suresh M,3006000,"1,670 / sq ft",1800,New,Maheshwaram,0.0
Residential Plot,Sunrise Meadows,Devi G,3000000,"1,666 / sq ft",1800,New,Kandukur,0.0
Residential Plot,,Kiran Reddy,1567000,"1,055 / sq ft",1485,New,Nandiwanaparthy,0.0
Residential Plot,,ABHI PROJECTS,2850000,"2,698 / sq ft",1056,New,Srisailam Highway,0.0
Residential Plot,Akshita Natures Habitat,Suresh M,5440000,"1,888 / sq ft",2880,New,Shamirpet,0.0
2  BHK  Apartment,,LAHARI,5029000,"4,700 / sq ft",1070,Under Construction,Miyapur,0.0
Residential Plot,SreePriya Townships Empire,vaishnav Agencies,8500000,629 / sq ft,13500,New,Kandukur,0.0
Residential Plot,Sai Saipriyas Gokulam,vaishnav Agencies,3500000,777 / sq ft,4500,Resale,Kandukur,0.0
3  BHK  Villa,,23jnew con,12500000,"6,250 / sq ft",2000,Ready to move,Kothur,0.0
3  BHK  Villa,,23jnew con,8500000,"4,250 / sq ft",2000,Under Construction,Maheshwaram,0.0
Residential Plot,,haripriya associate,2803000,"1,166 / sq ft",2403,New,Choutuppal,0.0
3  BHK  Villa,,23jnew con,22799999,"13,411 / sq ft",1700,Under Construction,Kollur,0.0
3  BHK  Villa,,23jnew con,19500000,"9,759 / sq ft",1998,Under Construction,Beeramguda,0.0
3  BHK  Villa,,23jnew con,13200000,"7,333 / sq ft",1800,Under Construction,Hayathnagar,0.0
3  BHK  Villa,,23jnew con,13500000,"4,530 / sq ft",2980,Under Construction,Ibrahimpatnam,0.0
Residential Plot,Akshita Golden Breeze,Suresh M,2195000,"1,333 / sq ft",1647,New,Maheshwaram,0.0
Residential Plot,Akshita Golden Breeze,Suresh M,1500000,"1,111 / sq ft",1350,New,Maheshwaram,0.0
Residential Plot,,Kiran Reddy,3999000,"2,222 / sq ft",1800,New,Tukkuguda,0.0
Residential Plot,Akshita Heights,Suresh M,4509000,"1,670 / sq ft",2700,New,Maheshwaram,0.0
Residential Plot,SreePriya Townships Empire,Devi G,3000000,"1,666 / sq ft",1800,New,Kandukur,0.0
Residential Plot,,Kiran Reddy,751000,500 / sq ft,1503,New,Meerkhanpet,0.0
Residential Plot,,Kiran Reddy,3692000,"1,944 / sq ft",1899,New,Shameerpet,0.0
Residential Plot,Akshita Natures Habitat,Suresh M,8704000,"1,888 / sq ft",4608,New,Shamirpet,0.0
2  BHK  Apartment,,LAHARI,5029000,"4,700 / sq ft",1070,Under Construction,Miyapur,0.0
Residential Plot,,vaishnav Agencies,1133000,629 / sq ft,1800,New,Kandukur,0.0
Residential Plot,Sai Saipriyas Gokulam,vaishnav Agencies,4700000,696 / sq ft,6750,Resale,Kandukur,0.0
Residential Plot,Sai Saipriyas Gokulam,vaishnav Agencies,9500000,703 / sq ft,13500,Resale,Kandukur,0.0
5  BHK  Villa,,23jnew con,45000000,"11,250 / sq ft",4000,Under Construction,Kompally,0.0
Residential Plot,,satya,2500000,793 / sq ft,3150,New,Sadasivpet,0.0
5  BHK  Villa,,23jnew con,27000000,"7,714 / sq ft",3500,Ready to move,Kapra,0.0
4  BHK  Villa,,23jnew con,28000000,"11,494 / sq ft",2436,Ready to move,Sun City,0.0
Residential Plot,Akshita Golden Breeze,Suresh M,1500000,"1,111 / sq ft",1350,New,Maheshwaram,0.0
Residential Plot,,ABHI PROJECTS,1400000,"1,325 / sq ft",1056,New,Yamjal,0.0
Residential Plot,,ABHI PROJECTS,1400000,"1,325 / sq ft",1056,New,Yamjal,0.0
Residential Plot,Akshita Heights,Suresh M,2254000,"1,670 / sq ft",1350,New,Maheshwaram,0.0
Residential Plot,AVC Sita Residency,Devi G,3000000,"1,666 / sq ft",1800,New,Maheshwaram,0.0
Residential Plot,Dhaatri Leafig,Devi G,3000000,"1,666 / sq ft",1800,New,Kadthal,0.0
Residential Plot,Akshita Heights,Suresh M,6012000,"1,670 / sq ft",3600,New,Maheshwaram,0.0
Residential Plot,,Kiran Reddy,1519000,888 / sq ft,1710,New,Meerkhanpet,0.0
Residential Plot,Akshita Natures Habitat,Suresh M,3740000,"1,888 / sq ft",1980,New,Shamirpet,0.0
Residential Plot,Akshita Natures Habitat,Suresh M,4386000,"1,888 / sq ft",2322,New,Shamirpet,0.0
Residential Plot,,Kiran Reddy,1738000,"1,055 / sq ft",1647,New,Nandiwanaparthy,0.0
Residential Plot,,vaishnav Agencies,2266000,629 / sq ft,3600,New,Kandukur,0.0
Residential Plot,Hydam Projects Exotica,vaishnav Agencies,1600000,711 / sq ft,2250,Resale,Kandukur,0.0
4  BHK  Villa,,23jnew con,63000000,"14,000 / sq ft",4500,Under Construction,Secretariat,0.0
Residential Plot,,satya,999000,833 / sq ft,1200,New,Mominpet,0.0
3  BHK  Apartment,,LAHARI,7678000,"4,799 / sq ft",1600,Under Construction,Ameenpur,0.0
3  BHK  Apartment,,LAHARI,7678000,"4,799 / sq ft",1600,Under Construction,Chandanagar,0.0
4  BHK  Villa,,23jnew con,12600000,"5,185 / sq ft",2430,Under Construction,Janawada,0.0
Residential Plot,Akshita Golden Breeze,Suresh M,2639000,"1,333 / sq ft",1980,New,Maheshwaram,0.0
Residential Plot,,Individual Consultant,300000,284 / sq ft,1056,New,Warangal Highway Aler,0.0
Residential Plot,Akshita Heights,Suresh M,7515000,"1,670 / sq ft",4500,New,Maheshwaram,0.0
Residential Plot,AVC Sai Brundavanam,Devi G,3000000,"1,666 / sq ft",1800,New,Kadthal,0.0
Residential Plot,Akshita Heights,Suresh M,3006000,"1,670 / sq ft",1800,New,Maheshwaram,0.0
Residential Plot,,Kiran Reddy,1439000,888 / sq ft,1620,New,Meerkhanpet,0.0
Residential Plot,,vaishnav Agencies,7059999,444 / sq ft,15885,New,Sangareddy,0.0
4  BHK  Independent House,,Guest,17500000,"6,205 / sq ft",2820,Under Construction,Kompally,
Residential Plot,,vaishnav Agencies,4250000,629 / sq ft,6750,New,Kandukur,0.0
Residential Plot,Hydam Projects Exotica,vaishnav Agencies,3700000,822 / sq ft,4500,Resale,Kandukur,0.0
3  BHK  Villa,,23jnew con,30299999,"8,511 / sq ft",3560,Under Construction,Gandipet,0.0
Residential Plot,,satya,4999000,793 / sq ft,6300,New,Shankarpally Road,0.0
2  BHK  Apartment,,LAHARI,5518000,"4,799 / sq ft",1150,Under Construction,Ameenpur,0.0
4  BHK  Villa,,23jnew con,18000000,"6,000 / sq ft",3000,Ready to move,Pedda Amberpet,0.0
Residential Plot,Akshita Golden Breeze,Suresh M,2639000,"1,333 / sq ft",1980,New,Maheshwaram,0.0
Residential Plot,,Kiran Reddy,2400000,"1,333 / sq ft",1800,New,Maheshwaram,0.0
Residential Plot,,Kiran Reddy,2099000,"1,555 / sq ft",1350,New,Meerkhanpet,0.0
Residential Plot,Bhasyam Oxygen County 4,Babu bhashyam Projects,4649000,"3,444 / sq ft",1350,New,Kollur,0.0
Residential Plot,Akshita Heights,Suresh M,4509000,"1,670 / sq ft",2700,New,Maheshwaram,0.0
Residential Plot,Akshita Heights,Suresh M,2254000,"1,670 / sq ft",1350,New,Maheshwaram,0.0
Residential Plot,,Kiran Reddy,2509000,"1,444 / sq ft",1737,New,Shadnagar,0.0
Residential Plot,,Kiran Reddy,3500000,"1,944 / sq ft",1800,New,Shameerpet,0.0
3  BHK  Apartment,Home Line Infra The Native,Soniya Estate,10300000,"3,921 / sq ft",2640,Ready to move,Sainikpuri,0.0
Residential Plot,,vaishnav Agencies,8500000,629 / sq ft,13500,New,Kandukur,0.0
Residential Plot,Hydam Projects Exotica,vaishnav Agencies,5000000,740 / sq ft,6750,Resale,Kandukur,0.0
Residential Plot,Haripriya Pride,haripriya associate,1900000,"2,111 / sq ft",900,New,Bhuvanagiri,0.0
2  BHK  Apartment,,LAHARI,5748000,"4,999 / sq ft",1150,Under Construction,Ameenpur,0.0
3  BHK  Villa,,23jnew con,20000000,"13,333 / sq ft",1500,Ready to move,Annojiguda,0.0
Residential Plot,Akshita Golden Breeze,Suresh M,5040000,"1,333 / sq ft",3780,New,Maheshwaram,0.0
Residential Plot,,Kiran Reddy,2269000,944 / sq ft,2403,New,Kandukur,0.0
Residential Plot,,vaishnav Agencies,7500000,"5,769 / sq ft",1300,New,Shankarpalli Road,0.0
Residential Plot,,Kiran Reddy,2800000,"1,388 / sq ft",2016,New,Tukkuguda,0.0
Residential Plot,Bhasyam Oxygen County 4,Babu bhashyam Projects,27799999,"3,444 / sq ft",8100,New,Kollur,0.0
Residential Plot,,Kiran Reddy,2800000,"1,388 / sq ft",2016,New,Tukkuguda,0.0
Residential Plot,Akshita Heights,Suresh M,7515000,"1,670 / sq ft",4500,New,Maheshwaram,0.0
Residential Plot,,Kiran Reddy,2158000,"1,444 / sq ft",1494,New,Shadnagar,0.0
Residential Plot,,Kiran Reddy,3202000,"1,944 / sq ft",1647,New,Shameerpet,0.0
Residential Plot,,Kiran Reddy,3570000,"1,944 / sq ft",1836,New,Shameerpet,0.0
4  BHK  Apartment,Ektha Istana Homes,Soniya Estate,13000000,"4,814 / sq ft",2700,Ready to move,Kukatpally,0.0
Residential Plot,Real Rainbow Garden,vaishnav Agencies,10500000,777 / sq ft,13500,New,Kandukur,0.0
Residential Plot,,haripriya associate,1000000,555 / sq ft,1800,Resale,Warangal Highway Aler,0.0
Residential Plot,,haripriya associate,999000,555 / sq ft,1800,Resale,Alair,0.0
5  BHK  Villa,,23jnew con,26000000,"8,666 / sq ft",3000,Ready to move,Maheshwaram,0.0
Residential Plot,Akshita Golden Breeze,Suresh M,5040000,"1,333 / sq ft",3780,New,Maheshwaram,0.0
Residential Plot,Haripriya SLNS Hills,haripriya associate,3200000,"1,777 / sq ft",1800,New,Bhuvanagiri,0.0
Residential Plot,,Kiran Reddy,1324000,800 / sq ft,1656,New,Meerkhanpet,0.0
Residential Plot,,vaishnav Agencies,7500000,"5,769 / sq ft",1300,New,Shankarpalli Road,0.0
Residential Plot,,Kiran Reddy,1844000,944 / sq ft,1953,New,Kandukur,0.0
Residential Plot,,Kiran Reddy,2600000,"1,444 / sq ft",1800,New,Maheshwaram,0.0
Residential Plot,,Kiran Reddy,1844000,944 / sq ft,1953,New,Kandukur,0.0
Residential Plot,,Kiran Reddy,2600000,"1,444 / sq ft",1800,New,Maheshwaram,0.0
Residential Plot,,Kiran Reddy,3692000,"1,944 / sq ft",1899,New,Shameerpet,0.0
Residential Plot,,Kiran Reddy,1519000,888 / sq ft,1710,New,Meerkhanpet,0.0
Residential Plot,,satya,2500000,793 / sq ft,3150,New,Sadasivpet,0.0
Residential Plot,,satya,999000,833 / sq ft,1200,New,Mominpet,0.0
2  BHK  Apartment,,PSR Global Infra Projects,6000000,"5,063 / sq ft",1185,Ready to move,Bachupally,0.0
3  BHK  Villa,,23jnew con,13700000,"9,115 / sq ft",1503,Under Construction,Pasumamula,0.0
3  BHK  Villa,,23jnew con,16000000,"7,525 / sq ft",2126,Under Construction,Bowrampet,0.0
Residential Plot,,haripriya associate,4800000,"1,777 / sq ft",2700,New,Bhuvanagiri,0.0
Residential Plot,,haripriya associate,4272000,"1,777 / sq ft",2403,New,Bhongir,0.0
Residential Plot,,ABHI PROJECTS,1200000,"1,136 / sq ft",1056,New,Balanagar,0.0
Residential Plot,,Kiran Reddy,5022000,"2,000 / sq ft",2511,Resale,Bhanur,0.0
Residential Plot,,Kiran Reddy,5022000,"2,000 / sq ft",2511,Resale,Bhanur,0.0
Residential Plot,,Kiran Reddy,1399000,888 / sq ft,1575,New,Meerkhanpet,0.0
Residential Plot,,Kiran Reddy,3500000,"1,944 / sq ft",1800,New,Shameerpet,0.0
3  BHK  Villa,,23jnew con,12500000,"6,250 / sq ft",2000,Ready to move,Kothur,0.0
3  BHK  Villa,,23jnew con,22799999,"13,411 / sq ft",1700,Under Construction,Kollur,0.0
Residential Plot,,Kiran Reddy,1439000,888 / sq ft,1620,New,Meerkhanpet,0.0
Residential Plot,,Kiran Reddy,1399000,888 / sq ft,1575,New,Meerkhanpet,0.0
3  BHK  Independent House,,HPMS Pvt ltd,9000000,"4,500 / sq ft",2000,Ready to move,Dwarkapur Colony,0.0
Residential Plot,,Kiran Reddy,3570000,"1,944 / sq ft",1836,New,Shameerpet,0.0
2  BHK  Apartment,,HPMS Pvt ltd,5000000,"5,000 / sq ft",1000,Ready to move,Dwarkamai Nagar Colony,0.0
Residential Plot,,Kiran Reddy,3500000,"1,944 / sq ft",1800,New,Shameerpet,0.0
3  BHK  Villa,,avi consultancy,30900000,"7,974 / sq ft",3875,Under Construction,Medchal,0.0
4  BHK  Villa,,rks,100000000,"25,000 / sq ft",4000,Ready to move,Narsingi,0.0
2  BHK  Apartment,,rks,5200000,"4,160 / sq ft",1250,Under Construction,Narsingi,0.0
2  BHK  Apartment,,HPMS Pvt ltd,6900000,"6,388 / sq ft",1080,Ready to move,Dwarakapuri,0.0
Residential Plot,,SANDHYALHP,5748000,"4,998 / sq ft",1150,New,Ameenpur,0.0
3  BHK  Villa,,avi consultancy,9370000,"5,856 / sq ft",1600,Under Construction,Isnapur,0.0
2  BHK  Apartment,,PSR Global Infra Projects,3568000,"3,200 / sq ft",1115,Under Construction,Adibatla,0.0
2  BHK  Independent Floor,,rks,6000000,"6,000 / sq ft",1000,Ready to move,Yellareddy Guda,0.0
2  BHK  Apartment,,PSR Global Infra Projects,5000000,"4,166 / sq ft",1200,Under Construction,Kondapur,0.0
3  BHK  Villa,,rks,16500000,"7,857 / sq ft",2100,Ready to move,Beeramguda,0.0
2  BHK  Apartment,,HPMS Pvt ltd,3500000,"2,916 / sq ft",1200,Under Construction,Gajularamaram,0.0
2  BHK  Apartment,,HPMS Pvt ltd,7100000,"5,916 / sq ft",1200,Ready to move,Durga Nagar,0.0
2  BHK  Apartment,,HPMS Pvt ltd,6500000,"5,909 / sq ft",1100,Ready to move,Durganagar,0.0
3  BHK  Apartment,,PSR Global Infra Projects,7952000,"5,110 / sq ft",1556,Ready to move,Mokila,0.0
Residential Plot,,SANDHYALHP,2900000,"1,611 / sq ft",1800,New,Mirkhanpet,0.0
Residential Plot,,SANDHYALHP,1738000,"1,055 / sq ft",1647,New,Yacharam,0.0
3  BHK  Apartment,,PSR Global Infra Projects,7225000,"4,501 / sq ft",1605,Under Construction,Bowrampet,0.0
2  BHK  Apartment,,PSR Global Infra Projects,5350000,"4,495 / sq ft",1190,Under Construction,Bowrampet,0.0
2  BHK  Villa,,HPMS Pvt ltd,16000000,"9,324 / sq ft",1716,Under Construction,Airport Road,0.0
3  BHK  Villa,,HPMS Pvt ltd,18600000,"6,208 / sq ft",2996,Under Construction,Tukkuguda,0.0
2  BHK  Independent Floor,,rks,5900000,"5,900 / sq ft",1000,Ready to move,Langer House,0.0
2  BHK  Independent Floor,,rks,7500000,"7,500 / sq ft",1000,Ready to move,Moti Nagar,0.0
2  BHK  Apartment,,PSR Global Infra Projects,5250000,"4,929 / sq ft",1065,Under Construction,Ameenpur,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,4900000,"4,900 / sq ft",1000,Ready to move,Hafiz Baba Nagar,0.0
2  BHK  Apartment,,HPMS Pvt ltd,6700000,"5,877 / sq ft",1140,Ready to move,Dream Valley Road,0.0
4  BHK  Villa,,rks,29000000,"10,424 / sq ft",2782,Under Construction,Gandipet,0.0
2  BHK  Apartment,,HPMS Pvt ltd,4500000,"3,461 / sq ft",1300,Under Construction,Chandanagar,0.0
3  BHK  Villa,,HPMS Pvt ltd,22500000,"8,035 / sq ft",2800,Under Construction,Nandigama,0.0
3  BHK  Villa,,HPMS Pvt ltd,14500000,"8,033 / sq ft",1805,Ready to move,Bachupally,0.0
2  BHK  Apartment,,PSR Global Infra Projects,6429000,"5,038 / sq ft",1276,Ready to move,Mokila,0.0
2  BHK  Apartment,,PSR Global Infra Projects,6368000,"5,041 / sq ft",1263,Ready to move,Mokila,0.0
Residential Plot,,SANDHYALHP,1567000,"1,055 / sq ft",1485,New,Mirkhanpet,0.0
2  BHK  Apartment,,PSR Global Infra Projects,5900000,"5,130 / sq ft",1150,Under Construction,Bachupally,0.0
4  BHK  Villa,,HPMS Pvt ltd,76500000,"17,000 / sq ft",4500,Under Construction,Kokapet,0.0
2  BHK  Independent Floor,,rks,5500000,"5,500 / sq ft",1000,Ready to move,Masab Tank,0.0
5  BHK  Villa,,HPMS Pvt ltd,16500000,"11,000 / sq ft",1500,Ready to move,Alwal,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,6000000,"6,000 / sq ft",1000,Ready to move,Upperpally,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,6500000,"6,500 / sq ft",1000,Ready to move,Basheer Bagh,0.0
2  BHK  Apartment,,HPMS Pvt ltd,6100000,"5,446 / sq ft",1120,Ready to move,Dr A S Rao Nagar Rd,0.0
3  BHK  Villa,,rks,10900000,"6,055 / sq ft",1800,Under Construction,Hakimpet,0.0
2  BHK  Apartment,,HPMS Pvt ltd,2900000,"2,500 / sq ft",1160,Under Construction,Patancheru,0.0
7  BHK  Villa,,HPMS Pvt ltd,55100000,"8,476 / sq ft",6500,Ready to move,Begumpet,0.0
3  BHK  Apartment,,PSR Global Infra Projects,8175000,"4,671 / sq ft",1750,Under Construction,Bachupally,0.0
2  BHK  Apartment,,PSR Global Infra Projects,5745000,"4,747 / sq ft",1210,Under Construction,Bachupally,0.0
Residential Plot,,SANDHYALHP,1179000,"1,110 / sq ft",1062,New,Kandukur,0.0
2  BHK  Apartment,,PSR Global Infra Projects,6300000,"5,431 / sq ft",1160,Under Construction,Bachupally,0.0
4  BHK  Villa,,HPMS Pvt ltd,55000000,"17,741 / sq ft",3100,Ready to move,Madhapur,0.0
2  BHK  Independent Floor,,rks,6000000,"6,000 / sq ft",1000,Ready to move,Erragadda,0.0
5  BHK  Villa,,HPMS Pvt ltd,50000000,"17,857 / sq ft",2800,Ready to move,Manasanapalli,0.0
2  BHK  Apartment,,HPMS Pvt ltd,3500000,"3,500 / sq ft",1000,Under Construction,Kollur,0.0
2  BHK  Apartment,,PSR Global Infra Projects,4653000,"3,799 / sq ft",1225,Under Construction,Pragathi Nagar Kukatpally,0.0
2  BHK  Apartment,,PSR Global Infra Projects,5745000,"4,747 / sq ft",1210,Under Construction,Bachupally,0.0
2  BHK  Independent Floor,,rks,5900000,"5,900 / sq ft",1000,Ready to move,Ibrahim Bagh,0.0
2  BHK  Apartment,,HPMS Pvt ltd,4500000,"4,500 / sq ft",1000,Ready to move,Humayunagar,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,5500000,"5,500 / sq ft",1000,Ready to move,Karmanghat,0.0
3  BHK  Villa,,avi consultancy,8900000,"3,560 / sq ft",2500,Under Construction,Tukkuguda,0.0
2  BHK  Apartment,,HPMS Pvt ltd,4500000,"4,500 / sq ft",1000,Ready to move,Humayunagar,0.0
2  BHK  Independent House,,HPMS Pvt ltd,14000000,"5,833 / sq ft",2400,Ready to move,Dwarakamai Nagar,0.0
3  BHK  Independent House,,HPMS Pvt ltd,12000000,"5,714 / sq ft",2100,Ready to move,Dwarka Nagar,0.0
3  BHK  Villa,,rks,36500000,"13,690 / sq ft",2666,Ready to move,Tellapur,0.0
3  BHK  Villa,,avi consultancy,13700000,"5,739 / sq ft",2387,Under Construction,Rampally,0.0
2  BHK  Apartment,,HPMS Pvt ltd,4100000,"3,727 / sq ft",1100,Under Construction,Tellapur,0.0
2  BHK  Apartment,,HPMS Pvt ltd,4900000,"4,049 / sq ft",1210,Under Construction,Khajaguda Nanakramguda Road,0.0
3  BHK  Villa,,HPMS Pvt ltd,27000000,"8,487 / sq ft",3181,Under Construction,Manikonda,0.0
2  BHK  Apartment,,PSR Global Infra Projects,5250000,"4,772 / sq ft",1100,Under Construction,Bachupally,0.0
2  BHK  Apartment,,PSR Global Infra Projects,5025000,"4,785 / sq ft",1050,Under Construction,Bachupally,0.0
Residential Plot,,SANDHYALHP,2610000,"1,611 / sq ft",1620,New,Mirkhanpet,0.0
Residential Plot,,Pradeep,700000,321 / sq ft,2178,New,Yadagirigutta,0.0
2  BHK  Apartment,,PSR Global Infra Projects,6300000,"5,431 / sq ft",1160,Under Construction,Bachupally,0.0
2  BHK  Apartment,,PSR Global Infra Projects,6250000,"5,434 / sq ft",1150,Under Construction,Bachupally,0.0
3  BHK  Villa,,rks,13600000,"7,280 / sq ft",1868,Under Construction,Kollur,0.0
4  BHK  Villa,,rks,17500000,"4,088 / sq ft",4280,Under Construction,Lakdaram,0.0
2  BHK  Independent Floor,,rks,5000000,"5,000 / sq ft",1000,Ready to move,Sanjeeva Reddy Nagar,0.0
2  BHK  Independent Floor,,rks,5900000,"5,900 / sq ft",1000,Ready to move,Kavadiguda,0.0
4  BHK  Villa,,HPMS Pvt ltd,9900000,"4,074 / sq ft",2430,Under Construction,Janwada Road,0.0
3  BHK  Villa,,HPMS Pvt ltd,10500000,"4,458 / sq ft",2355,Ready to move,Kowkur,0.0
2  BHK  Apartment,,HPMS Pvt ltd,6500000,"5,909 / sq ft",1100,Under Construction,Gopanpally,0.0
2  BHK  Independent House,,HPMS Pvt ltd,9800000,"10,888 / sq ft",900,Ready to move,Chinthal Basthi,0.0
2  BHK  Apartment,,PSR Global Infra Projects,4798000,"3,999 / sq ft",1200,Under Construction,Gajularamaram,0.0
2  BHK  Apartment,,PSR Global Infra Projects,4368000,"3,799 / sq ft",1150,Under Construction,Pragathi Nagar Kukatpally,0.0
2  BHK  Apartment,,PSR Global Infra Projects,5250000,"4,772 / sq ft",1100,Under Construction,Bachupally,0.0
2  BHK  Apartment,,PSR Global Infra Projects,5025000,"4,785 / sq ft",1050,Under Construction,Bachupally,0.0
2  BHK  Independent Floor,,rks,6000000,"6,000 / sq ft",1000,Ready to move,Somajiguda,0.0
2  BHK  Apartment,,HPMS Pvt ltd,6500000,"6,500 / sq ft",1000,Under Construction,raidurgam,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,5400000,"5,400 / sq ft",1000,Ready to move,Suraram,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,7000000,"7,000 / sq ft",1000,Ready to move,Hill Top Colony,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,5900000,"5,900 / sq ft",1000,Ready to move,SD Road,0.0
2  BHK  Apartment,,HPMS Pvt ltd,6500000,"6,500 / sq ft",1000,Under Construction,raidurgam,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,5400000,"5,400 / sq ft",1000,Ready to move,Suraram,0.0
3  BHK  Independent House,,HPMS Pvt ltd,9000000,"4,500 / sq ft",2000,Ready to move,Dwarkapur Colony,0.0
2  BHK  Apartment,,HPMS Pvt ltd,5000000,"5,000 / sq ft",1000,Ready to move,Dwarkamai Nagar Colony,0.0
4  BHK  Villa,,avi consultancy,37300000,"9,997 / sq ft",3731,Ready to move,Appa Junction,0.0
4  BHK  Villa,,avi consultancy,26000000,"14,444 / sq ft",1800,Under Construction,Mokila,0.0
2  BHK  Apartment,,HPMS Pvt ltd,4500000,"3,461 / sq ft",1300,Under Construction,Kollur,0.0
2  BHK  Apartment,,HPMS Pvt ltd,5600000,"4,179 / sq ft",1340,Under Construction,financial District,0.0
5  BHK  Villa,,HPMS Pvt ltd,150000000,"15,789 / sq ft",9500,Under Construction,Osman Nagar,0.0
3  BHK  Villa,,HPMS Pvt ltd,55000000,"14,066 / sq ft",3910,Ready to move,Mokila,0.0
2  BHK  Apartment,,rks,4300000,"3,583 / sq ft",1200,Under Construction,Chandanagar,0.0
2  BHK  Apartment,,rks,2900000,"2,636 / sq ft",1100,Under Construction,Patancheru,0.0
Residential Plot,,Pradeep,400000,367 / sq ft,1089,New,Yadagirigutta,0.0
2  BHK  Apartment,,PSR Global Infra Projects,6250000,"5,434 / sq ft",1150,Under Construction,Bachupally,0.0
3  BHK  Villa,,rks,17600000,"8,712 / sq ft",2020,Under Construction,Pati,0.0
5  BHK  Villa,,rks,35000000,"5,833 / sq ft",6000,Ready to move,Shamirpet,0.0
2  BHK  Independent Floor,,rks,5900000,"5,900 / sq ft",1000,Ready to move,Ibrahim Bagh,0.0
4  BHK  Villa,,HPMS Pvt ltd,78000000,"19,259 / sq ft",4050,Ready to move,Tellapur,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,5500000,"5,500 / sq ft",1000,Ready to move,Karmanghat,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,7000000,"7,000 / sq ft",1000,Ready to move,Hill Top Colony,0.0
2  BHK  Independent Floor,,rks,5900000,"5,900 / sq ft",1000,Ready to move,Karkhana,0.0
2  BHK  Independent Floor,,rks,6000000,"6,000 / sq ft",1000,Ready to move,Sindhi Colony Road,0.0
2  BHK  Apartment,,rks,4300000,"3,583 / sq ft",1200,Under Construction,Chandanagar,0.0
2  BHK  Apartment,,rks,2900000,"2,636 / sq ft",1100,Under Construction,Patancheru,0.0
2  BHK  Apartment,,avi consultancy,5000000,"5,000 / sq ft",1000,Ready to move,Nizampet,0.0
3  BHK  Villa,,avi consultancy,14300000,"4,496 / sq ft",3180,Under Construction,Ramachandra Puram,0.0
2  BHK  Independent Floor,,rks,6100000,"6,100 / sq ft",1000,Ready to move,Rajeev Nagar,0.0
2  BHK  Independent Floor,,rks,5500000,"5,500 / sq ft",1000,Ready to move,Begum Bazar Chatri,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,5400000,"5,400 / sq ft",1000,Ready to move,Quthbullapur,0.0
2  BHK  Apartment,,HPMS Pvt ltd,5200000,"5,200 / sq ft",1000,Ready to move,BN Reddy Road,0.0
2  BHK  Independent House,,HPMS Pvt ltd,8000000,"11,111 / sq ft",720,Ready to move,Dilsukh Nagar,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,5800000,"5,800 / sq ft",1000,Ready to move,Vijaya Nagar Colony,0.0
2  BHK  Independent Floor,,HPMS Pvt ltd,5400000,"5,400 / sq ft",1000,Ready to move,Quthbullapur,0.0
2  BHK  Apartment,,HPMS Pvt ltd,5200000,"5,200 / sq ft",1000,Ready to move,BN Reddy Road,0.0
2  BHK  Apartment,,HPMS Pvt ltd,6900000,"6,388 / sq ft",1080,Ready to move,Dwarakapuri,0.0
2  BHK  Apartment,,HPMS Pvt ltd,7100000,"5,916 / sq ft",1200,Ready to move,Durga Nagar,0.0
3  BHK  Villa,,avi consultancy,9000000,"4,000 / sq ft",2250,Under Construction,Medchal,0.0
3  BHK  Villa,,avi consultancy,17600000,"6,901 / sq ft",2550,Under Construction,Tukkuguda,0.0
2  BHK  Apartment,,HPMS Pvt ltd,5100000,"4,636 / sq ft",1100,Under Construction,Gachibowli,0.0
2  BHK  Apartment,,HPMS Pvt ltd,4900000,"4,049 / sq ft",1210,Under Construction,Nanakramguda,0.0
5  BHK  Villa,,HPMS Pvt ltd,50000000,"17,857 / sq ft",2800,Ready to move,Mansanpally,0.0
4  BHK  Villa,,rks,45000000,"14,423 / sq ft",3120,Ready to move,Bachupally,0.0
